,autor,titulo,tema,year
694,Noel Federman2°,P152.-Involvement of δCaMKII in persistent forms of memory ,"Cognition, Behavior, and Memory ",2015
695,Ana Fiszbein3°,P152.-Involvement of δCaMKII in persistent forms of memory ,"Cognition, Behavior, and Memory ",2015
696,Arturo Romano1°,P152.-Involvement of δCaMKII in persistent forms of memory ,"Cognition, Behavior, and Memory ",2015
697,María F. Zappa Villar1°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
698,Gustavo R. Morel1°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
699,Lucía S. Trípodi1°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
700,Mariana G. García2°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
701,Rodolfo G. Goya1°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
702,Paula C. Reggiani1°,P153.-Therapeutic  potential  of  human  mesenchymal  stem  cells  in  a sporadic Alzheimer rat model ,"Cognition, Behavior, and Memory ",2015
703,Jerónimo Auzmendi1°,P154.-Mathematical modeling of reactive gliosis using in silico Bayesian method ,Computational Neuroscience ,2015
704,Gerardo Roscizewski1°,P154.-Mathematical modeling of reactive gliosis using in silico Bayesian method ,Computational Neuroscience ,2015
705,Luciano Moffatt2°,P154.-Mathematical modeling of reactive gliosis using in silico Bayesian method ,Computational Neuroscience ,2015
706,Alberto Javier Ramos1°,P154.-Mathematical modeling of reactive gliosis using in silico Bayesian method ,Computational Neuroscience ,2015
707,Walter Bast1°2°,P155.-Mean-field  modeling  and  interpretation  of  electrical  impedance spectra of neural tissues ,Computational Neuroscience ,2015
708,Germán C. Dima,P156.-Cooling HVC explained by a circular model of birdsong production ,Computational Neuroscience ,2015
709,Matías A. Goldin,P156.-Cooling HVC explained by a circular model of birdsong production ,Computational Neuroscience ,2015
710,Gabriel B. Mindlin,P156.-Cooling HVC explained by a circular model of birdsong production ,Computational Neuroscience ,2015
711,Demián  García  Violini1°2°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
712,Alejo  Mosqueira4°5°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
713,Patricio  Colmegna1°2°3°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
714,Piriz  Joaquín4°5°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
715,Mariano Belluscio4°5°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
716,Ricardo Sánchez Peña1°,P157.-Characterization of delta to theta transitions in the Hippocampus and Lateral Habenula following mechanic or optogenetical stimulation in anesthetized rats ,Computational Neuroscience ,2015
717,Claudia Roxana González1°,P158.-Perturbations in a mathematical model for finger tapping ,Computational Neuroscience ,2015
718,Rodrigo Laje1°2°,P158.-Perturbations in a mathematical model for finger tapping ,Computational Neuroscience ,2015
719,Facundo  Adrián  Lucianna1°,P159.-Functional specificity of rat vibrissal primary afferents ,Computational Neuroscience ,2015
720,Fernando  Daniel  Farfán1°,P159.-Functional specificity of rat vibrissal primary afferents ,Computational Neuroscience ,2015
721,Ana  Lía  Albarracín1°,P159.-Functional specificity of rat vibrissal primary afferents ,Computational Neuroscience ,2015
722,Carmelo  José Felice1°,P159.-Functional specificity of rat vibrissal primary afferents ,Computational Neuroscience ,2015
723,Osvaldo Velarde1°,P160.-Study of the basal ganglia network dynamics with applications to closed-loop deep brain stimulation paradigms ,Computational Neuroscience ,2015
724,Damián Dellavale1°3°,P160.-Study of the basal ganglia network dynamics with applications to closed-loop deep brain stimulation paradigms ,Computational Neuroscience ,2015
725,Germán Mato2°3°4°,P160.-Study of the basal ganglia network dynamics with applications to closed-loop deep brain stimulation paradigms ,Computational Neuroscience ,2015
726,Santiago Boari,P161.-Neural coding of timbre in birdsong ,Motor Systems ,2015
727,Ana Amador,P161.-Neural coding of timbre in birdsong ,Motor Systems ,2015
728,Nicole  Francisca  Henriques-Santos1°,P163.-7-Nitroindazole  and  nitrergic  signaling  after  dorsolateral  striatal lesion by 6-OHDA  in rats ,Motor Systems ,2015
729,Marcela  Bermudez  Echeverry1°,P163.-7-Nitroindazole  and  nitrergic  signaling  after  dorsolateral  striatal lesion by 6-OHDA  in rats ,Motor Systems ,2015
730,Elaine  Aparecida  Del Bel2°,P163.-7-Nitroindazole  and  nitrergic  signaling  after  dorsolateral  striatal lesion by 6-OHDA  in rats ,Motor Systems ,2015
731,Sabrina Laura López1°,P164.-Spatial perturbations in a finger-tapping task ,Motor Systems ,2015
732,Rodrigo Laje1° 2°,P164.-Spatial perturbations in a finger-tapping task ,Motor Systems ,2015
733,Graciela L Mazzone1°,P165.-Role of ASIC channels after excitotoxic damage induced by kainic acid in a model of spinal injury. ,Motor Systems ,2015
734,Priyadharishini Veeraraghavan2°,P165.-Role of ASIC channels after excitotoxic damage induced by kainic acid in a model of spinal injury. ,Motor Systems ,2015
735,Osvaldo D Uchitel3°,P165.-Role of ASIC channels after excitotoxic damage induced by kainic acid in a model of spinal injury. ,Motor Systems ,2015
736,Andrea Nistri4°,P165.-Role of ASIC channels after excitotoxic damage induced by kainic acid in a model of spinal injury. ,Motor Systems ,2015
737,Pablo E Riera1°,P166.-Effect of the interstimulus interval in the kinematics of the finger movement during a finger tapping task ,Motor Systems ,2015
738,Ignacio Spiousas1°,P166.-Effect of the interstimulus interval in the kinematics of the finger movement during a finger tapping task ,Motor Systems ,2015
739,Rodrigo Laje1°2°,P166.-Effect of the interstimulus interval in the kinematics of the finger movement during a finger tapping task ,Motor Systems ,2015
740,Alan  Taitz1°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
741,Gabriel  Mindlin1°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
742,Walter  Silva2°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
743,Ezequiel  Goldschmidt4°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
744,Claudio  Ciraolo4°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
745,María del Carmen García3°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
746,Claudio Yampolsky4°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
747,Marcos Trevisan1°,P167.-Intraoperative cortical recordings during speaking tasks ,Motor Systems ,2015
748,Pablo Y. Teruya1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
749,Ana L. Albarracín1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
750,Álvaro G. Pizá1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
751,Facundo A. Lucianna1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
752,Luis  A. Pizzi Fincatti1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
753,Fernando D. Farfán1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
754,Carmelo J. Felice1°,P168.-Surface electromyographic recordings applied in small animals. An approach for movement disorders quantification. ,Motor Systems ,2015
755,Leonardo Versaci1°,P169.-Sensory  and  motor  aspects  of  temporal  processing  during  finger tapping tasks ,Motor Systems ,2015
756,Laje Rodrigo1° 2°,P169.-Sensory  and  motor  aspects  of  temporal  processing  during  finger tapping tasks ,Motor Systems ,2015
757,Rodrigo J Alvarez,P170.-Altered  maturation  through  adolescence  leads  to  decreased hippocampal-prefrontal cortex functional connectivity in a mouse model of schizophrenia ,Neural Circuit Physiology ,2015
758,Camila L Zold,P170.-Altered  maturation  through  adolescence  leads  to  decreased hippocampal-prefrontal cortex functional connectivity in a mouse model of schizophrenia ,Neural Circuit Physiology ,2015
759,Juan E Belforte,P170.-Altered  maturation  through  adolescence  leads  to  decreased hippocampal-prefrontal cortex functional connectivity in a mouse model of schizophrenia ,Neural Circuit Physiology ,2015
760,Diego D. Alvarez,P171.-A local feedback circuit mediates integration of adult-born dentate granule cells promoted by experience ,Neural Circuit Physiology ,2015
761,Damiana P. Giacomini,P171.-A local feedback circuit mediates integration of adult-born dentate granule cells promoted by experience ,Neural Circuit Physiology ,2015
762,Sung M. Yang,P171.-A local feedback circuit mediates integration of adult-born dentate granule cells promoted by experience ,Neural Circuit Physiology ,2015
763,Mariela F. Trinchero,P171.-A local feedback circuit mediates integration of adult-born dentate granule cells promoted by experience ,Neural Circuit Physiology ,2015
764,Alejandro F. Schinder,P171.-A local feedback circuit mediates integration of adult-born dentate granule cells promoted by experience ,Neural Circuit Physiology ,2015
765,Barbara Braz1°,P172.-Altered  Corticostriatal  Connectivity  and  Exploration-Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction ,Neural Circuit Physiology ,2015
766,Gregorio Galiñanes1°,P172.-Altered  Corticostriatal  Connectivity  and  Exploration-Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction ,Neural Circuit Physiology ,2015
767,Irene Taravini2°,P172.-Altered  Corticostriatal  Connectivity  and  Exploration-Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction ,Neural Circuit Physiology ,2015
768,Juan Belforte1°,P172.-Altered  Corticostriatal  Connectivity  and  Exploration-Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction ,Neural Circuit Physiology ,2015
769,Gustavo Murer1°,P172.-Altered  Corticostriatal  Connectivity  and  Exploration-Exploitation Imbalance Emerge as Intermediate Phenotypes for a Neonatal Dopamine Dysfunction ,Neural Circuit Physiology ,2015
770,Lucila Brocardo,P173.-Participation  of  glia  in  the  post-natal  refinement  of  the  olfactory bulb sensory map ,Neural Circuit Physiology ,2015
771,Luis Ernesto Acosta,P173.-Participation  of  glia  in  the  post-natal  refinement  of  the  olfactory bulb sensory map ,Neural Circuit Physiology ,2015
772,Lorena Rela,P173.-Participation  of  glia  in  the  post-natal  refinement  of  the  olfactory bulb sensory map ,Neural Circuit Physiology ,2015
773,Eric Casey1°,P174.-Setting-up  in-vivo  optogenetic  stimulation  of  VTA  dopaminergic neurons ,Neural Circuit Physiology ,2015
774,Alexxai Kravitz1°,P174.-Setting-up  in-vivo  optogenetic  stimulation  of  VTA  dopaminergic neurons ,Neural Circuit Physiology ,2015
775,Marcelo Rubinstein1°3°,P174.-Setting-up  in-vivo  optogenetic  stimulation  of  VTA  dopaminergic neurons ,Neural Circuit Physiology ,2015
776,María  José  De  Rosa,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
777,Tania  Veuthey,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
778,Nicolás  Aguirre,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
779,María  Gabriela  Blanco,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
780,Constanza Lemus,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
781,Diego Rayes,P175.-Neuronal  regulation  of  stress  response  in  C.  elegans:  Role  of  the neurotransmitter tyramine ,Neural Circuit Physiology ,2015
782,Noel Federman,P176.-Dynamics  of  excitatory  and  inhibitory  circuits  in  piriform  cortex and its modulation ,Neural Circuit Physiology ,2015
783,Antonia Marin Burgin,P176.-Dynamics  of  excitatory  and  inhibitory  circuits  in  piriform  cortex and its modulation ,Neural Circuit Physiology ,2015
784,Maria Sol Fustiñana,P177.-Amygdala in Social Interaction ,Neural Circuit Physiology ,2015
785,Andreas Lüthi,P177.-Amygdala in Social Interaction ,Neural Circuit Physiology ,2015
786,Ana  Paula  García1°2°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
787,Teemu  Aitta-aho1°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
788,Laura  Schaaf1°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
789,Nicholas  Heeley3°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
790,Lena Heuschmid1°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
791,Yunjing Bai1°4°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
792,Francisco J. Barrantes2°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
793,John Apergis-Schoute1°3°,P178.-Nicotinic  α4  Receptor-Mediated  Cholinergic  Influences  on  Food Intake and Activity Patterns in Hypothalamic Circuits ,Neural Circuit Physiology ,2015
794,Belén Gori1°2°3°,P179.-Analysis  of  Local  Field  Potential  and  Single-unit  Firing  Patterns during Spontaneous Seizures in Human Hippocampus and Insular Cortex ,Neural Circuit Physiology ,2015
795,Mauro Granado1°2°3°,P179.-Analysis  of  Local  Field  Potential  and  Single-unit  Firing  Patterns during Spontaneous Seizures in Human Hippocampus and Insular Cortex ,Neural Circuit Physiology ,2015
796,Alejandro Blenkmann1°2°3°,P179.-Analysis  of  Local  Field  Potential  and  Single-unit  Firing  Patterns during Spontaneous Seizures in Human Hippocampus and Insular Cortex ,Neural Circuit Physiology ,2015
797,Santiago Collavini1°2°3°,P179.-Analysis  of  Local  Field  Potential  and  Single-unit  Firing  Patterns during Spontaneous Seizures in Human Hippocampus and Insular Cortex ,Neural Circuit Physiology ,2015
798,Silvia Kochen1°2°3°,P179.-Analysis  of  Local  Field  Potential  and  Single-unit  Firing  Patterns during Spontaneous Seizures in Human Hippocampus and Insular Cortex ,Neural Circuit Physiology ,2015
799,Ettel Keifman,P180.-L-DOPA  induced  dyskinesia  in  a  mouse  model  of  Parkinson’s disease and its impact on striatal medium spiny neuron activity ,Neural Circuit Physiology ,2015
800,Mariela Verónica Escande,P180.-L-DOPA  induced  dyskinesia  in  a  mouse  model  of  Parkinson’s disease and its impact on striatal medium spiny neuron activity ,Neural Circuit Physiology ,2015
801,Juan Emilio Belforte,P180.-L-DOPA  induced  dyskinesia  in  a  mouse  model  of  Parkinson’s disease and its impact on striatal medium spiny neuron activity ,Neural Circuit Physiology ,2015
802,Mario Gustavo Murer,P180.-L-DOPA  induced  dyskinesia  in  a  mouse  model  of  Parkinson’s disease and its impact on striatal medium spiny neuron activity ,Neural Circuit Physiology ,2015
803,Maria Cecilia Martinez,P181.-Neuronal activity of the striatum in a rewarded learning task ,Neural Circuit Physiology ,2015
804,Camila Zold,P181.-Neuronal activity of the striatum in a rewarded learning task ,Neural Circuit Physiology ,2015
805,Juan Belforte,P181.-Neuronal activity of the striatum in a rewarded learning task ,Neural Circuit Physiology ,2015
806,Gustavo Murer,P181.-Neuronal activity of the striatum in a rewarded learning task ,Neural Circuit Physiology ,2015
807,Mariano Belluscio,P181.-Neuronal activity of the striatum in a rewarded learning task ,Neural Circuit Physiology ,2015
808,Mariel Müller1°,P182.-Administration  of  glyphosate  to  pregnant  rats  induce  alterations of electrocortical activity in their offspring ,Neural Circuit Physiology ,2015
809,Romina Coullery2°,P182.-Administration  of  glyphosate  to  pregnant  rats  induce  alterations of electrocortical activity in their offspring ,Neural Circuit Physiology ,2015
810,Silvana Rosso2°3°,P182.-Administration  of  glyphosate  to  pregnant  rats  induce  alterations of electrocortical activity in their offspring ,Neural Circuit Physiology ,2015
811,Oscar Scremin1°3°4°,P182.-Administration  of  glyphosate  to  pregnant  rats  induce  alterations of electrocortical activity in their offspring ,Neural Circuit Physiology ,2015
812,Mora  Ogando1°,P183.-Neuromodulators  in  the  processing  of  afferent  inputs  in  the dentate gyrus ,Neural Circuit Physiology ,2015
813,María  Belén  Pardi1°,P183.-Neuromodulators  in  the  processing  of  afferent  inputs  in  the dentate gyrus ,Neural Circuit Physiology ,2015
814,Noel  Federman1°,P183.-Neuromodulators  in  the  processing  of  afferent  inputs  in  the dentate gyrus ,Neural Circuit Physiology ,2015
815,Daniela  Di  Bella2°,P183.-Neuromodulators  in  the  processing  of  afferent  inputs  in  the dentate gyrus ,Neural Circuit Physiology ,2015
816,Antonia  Marín Burgin1°,P183.-Neuromodulators  in  the  processing  of  afferent  inputs  in  the dentate gyrus ,Neural Circuit Physiology ,2015
817,M. Belén Pardi1° 2°,P184.-Differential feed-forward inhibition generates division of labor of developing and mature granule cells in the adult hippocampus ,Neural Circuit Physiology ,2015
818,Mora B. Ogando1°,P184.-Differential feed-forward inhibition generates division of labor of developing and mature granule cells in the adult hippocampus ,Neural Circuit Physiology ,2015
819,Alejandro F. Schinder2°,P184.-Differential feed-forward inhibition generates division of labor of developing and mature granule cells in the adult hippocampus ,Neural Circuit Physiology ,2015
820,Antonia Marín-Burgin1°,P184.-Differential feed-forward inhibition generates division of labor of developing and mature granule cells in the adult hippocampus ,Neural Circuit Physiology ,2015
821,Ana Paula Piantanida,P185.-Selective ablation of connexin 43 in olfactory ensheathing cells is associated to a reduction of sensory input ,Neural Circuit Physiology ,2015
822,Claudia Capurro,P185.-Selective ablation of connexin 43 in olfactory ensheathing cells is associated to a reduction of sensory input ,Neural Circuit Physiology ,2015
823,Juan E Belforte,P185.-Selective ablation of connexin 43 in olfactory ensheathing cells is associated to a reduction of sensory input ,Neural Circuit Physiology ,2015
824,Lorena Rela,P185.-Selective ablation of connexin 43 in olfactory ensheathing cells is associated to a reduction of sensory input ,Neural Circuit Physiology ,2015
825,Azul Silva,P186.-Codification  of  reward's  subjective  value  at  the  Nucleus Accumbens ,Neural Circuit Physiology ,2015
826,Mariano Belluscio,P186.-Codification  of  reward's  subjective  value  at  the  Nucleus Accumbens ,Neural Circuit Physiology ,2015
827,Silvio  G.  Temprana1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
828,Lucas  A.  Mongiat1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
829,Sung  M.  Yang1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
830,Mariela  F.  Trinchero1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
831,Diego  D. Alvarez1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
832,Emilio  Kropff1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
833,Damiana  Giacomini1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
834,Natalia  Beltramone1°,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
835,Guillermo  M.,P187.-Delayed coupling to feedback inhibition during a critical period for the integration of adult-born granule cells ,Neural Circuit Physiology ,2015
836,Micaela Toscani1°,P188.-Simultaneous  micro  patterned  excitation  of molecules ,Neural Circuit Physiology ,2015
837,Oscar E. Martinez2°,P188.-Simultaneous  micro  patterned  excitation  of molecules ,Neural Circuit Physiology ,2015
838,Sergio E. Lew1°,P188.-Simultaneous  micro  patterned  excitation  of molecules ,Neural Circuit Physiology ,2015
839,Sung Min Yang,P189.-Optogenetic  mapping  of  GABAergic integration and function of adult-born dentate granule cells ,Neural Circuit Physiology ,2015
840,Ayelén Groisman,P189.-Optogenetic  mapping  of  GABAergic integration and function of adult-born dentate granule cells ,Neural Circuit Physiology ,2015
841,Silvio Temprana,P189.-Optogenetic  mapping  of  GABAergic integration and function of adult-born dentate granule cells ,Neural Circuit Physiology ,2015
842,Diego Alvarez,P189.-Optogenetic  mapping  of  GABAergic integration and function of adult-born dentate granule cells ,Neural Circuit Physiology ,2015
843,Alejandro Schinder,P189.-Optogenetic  mapping  of  GABAergic integration and function of adult-born dentate granule cells ,Neural Circuit Physiology ,2015
844,Paula A. Albrecht1°,P190.-Consequences  of  SAL  administration in  voluntary  ethanol consumption  and  subsequent  locomotor  activity  in  perinatally  lead-exposed rats ,Neurochemistry and Neuropharmacology ,2015
845,Romina Deza-Ponzio1°,P190.-Consequences  of  SAL  administration in  voluntary  ethanol consumption  and  subsequent  locomotor  activity  in  perinatally  lead-exposed rats ,Neurochemistry and Neuropharmacology ,2015
846,Mara Mattalloni2°,P190.-Consequences  of  SAL  administration in  voluntary  ethanol consumption  and  subsequent  locomotor  activity  in  perinatally  lead-exposed rats ,Neurochemistry and Neuropharmacology ,2015
847,Liliana M. Cancela1°,P190.-Consequences  of  SAL  administration in  voluntary  ethanol consumption  and  subsequent  locomotor  activity  in  perinatally  lead-exposed rats ,Neurochemistry and Neuropharmacology ,2015
848,Miriam B. Virgolini1°,P190.-Consequences  of  SAL  administration in  voluntary  ethanol consumption  and  subsequent  locomotor  activity  in  perinatally  lead-exposed rats ,Neurochemistry and Neuropharmacology ,2015
849,Maria  Paula  Avalos1°,P191.-Chronic  restraint  stress  facilitates  the  acquisition  of  cocaine  self-administration ,Neurochemistry and Neuropharmacology ,2015
850,Flavia  Bollati1°,P191.-Chronic  restraint  stress  facilitates  the  acquisition  of  cocaine  self-administration ,Neurochemistry and Neuropharmacology ,2015
851,Andrea  Guzman1°,P191.-Chronic  restraint  stress  facilitates  the  acquisition  of  cocaine  self-administration ,Neurochemistry and Neuropharmacology ,2015
852,Constanza  Garcia-Keller2°,P191.-Chronic  restraint  stress  facilitates  the  acquisition  of  cocaine  self-administration ,Neurochemistry and Neuropharmacology ,2015
853,Liliana Marina Cancela1°,P191.-Chronic  restraint  stress  facilitates  the  acquisition  of  cocaine  self-administration ,Neurochemistry and Neuropharmacology ,2015
854,AN  Beltrán  González1°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
855,CI  Calero3°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
856,J  Gasulla2°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
857,F  Vicentini1°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
858,J  Marenssi1°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
859,A  Olaviaga1°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
860,DJ Calvo1°,P192.-GABAA inhibitory neurotrasmission in the retina and the hippocampus are targets of redox signalling ,Neurochemistry and Neuropharmacology ,2015
861,Melina Paula Bordone,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
862,Sara Sanz-Blasco,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
863,Ana Damianich,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
864,Maria Alejandra Bernardi,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
865,Elena Avale,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
866,Mariano Saborido,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
867,Gimena Gómez,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
868,Irene Taravini,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
869,Oscar Gershanik,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
870,Juan Ferrario,P193.-Exploring Fyn as a novel molecule in Levodopa induced dyskinesias ,Neurochemistry and Neuropharmacology ,2015
871,Laura Caltana,P194.-CB2  agonist  improves  motor  activity  and  reduces  tissue  damage after cerebral ischemia ,Neurochemistry and Neuropharmacology ,2015
872,Delia Soriano,P194.-CB2  agonist  improves  motor  activity  and  reduces  tissue  damage after cerebral ischemia ,Neurochemistry and Neuropharmacology ,2015
873,Florencia Conde,P194.-CB2  agonist  improves  motor  activity  and  reduces  tissue  damage after cerebral ischemia ,Neurochemistry and Neuropharmacology ,2015
874,Marina Vacotto,P194.-CB2  agonist  improves  motor  activity  and  reduces  tissue  damage after cerebral ischemia ,Neurochemistry and Neuropharmacology ,2015
875,Alicia Brusco,P194.-CB2  agonist  improves  motor  activity  and  reduces  tissue  damage after cerebral ischemia ,Neurochemistry and Neuropharmacology ,2015
876,Federico  Camicia1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
877,Hugo  Vaca1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
878,Sergio  Simonetta1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
879,Laura  Kamenetzky1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
880,Lucas Maldonado1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
881,Mara Rosenzvit1°,P195.-The  serotonin  effect function  of Echinococcus  granulosus  and  other  cestodes:  Potential  role  of serotonergic GPCRs ,Neurochemistry and Neuropharmacology ,2015
882,Natalia  Colettis1°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
