,autor,titulo,tema,year
694," 
Oscar S. Gershanik 2°",P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
695, Irene RE. Taravini 1°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
696,"
Guillermo Fernández",P143.-Understanding ADHD dopaminergic neurotransmission: the p35 KO mice have a preserved D1 but an altered D2 function,Neurochemistry and Neuropharmacology,2017
697, Krapacher Favio,P143.-Understanding ADHD dopaminergic neurotransmission: the p35 KO mice have a preserved D1 but an altered D2 function,Neurochemistry and Neuropharmacology,2017
698, Mari Macarena,P143.-Understanding ADHD dopaminergic neurotransmission: the p35 KO mice have a preserved D1 but an altered D2 function,Neurochemistry and Neuropharmacology,2017
699, María Gabriela Paglini ,P143.-Understanding ADHD dopaminergic neurotransmission: the p35 KO mice have a preserved D1 but an altered D2 function,Neurochemistry and Neuropharmacology,2017
700,"
Renata Ferreira Sgobbi 1°",P144.-High dose ketamine increases glutamatergic neurotransmission in the prelimbic cortex of female rats,Neurochemistry and Neuropharmacology,2017
701, Renata Ferreira Sgobbi 2°,P144.-High dose ketamine increases glutamatergic neurotransmission in the prelimbic cortex of female rats,Neurochemistry and Neuropharmacology,2017
702, Manoel Jorge Nobre 1°,P144.-High dose ketamine increases glutamatergic neurotransmission in the prelimbic cortex of female rats,Neurochemistry and Neuropharmacology,2017
703," Manoel Jorge 
Nobre 2°",P144.-High dose ketamine increases glutamatergic neurotransmission in the prelimbic cortex of female rats,Neurochemistry and Neuropharmacology,2017
704, Manoel Jorge Nobre 3°,P144.-High dose ketamine increases glutamatergic neurotransmission in the prelimbic cortex of female rats,Neurochemistry and Neuropharmacology,2017
705,"
Rocío Beatriz Foltran 1°",P145.-Oral administration and behavioral testing of an inhibitor of serotonin synthesis,Neurochemistry and Neuropharmacology,2017
706, Christian Höcht 2°,P145.-Oral administration and behavioral testing of an inhibitor of serotonin synthesis,Neurochemistry and Neuropharmacology,2017
707, Irene Taravini 3°,P145.-Oral administration and behavioral testing of an inhibitor of serotonin synthesis,Neurochemistry and Neuropharmacology,2017
708, Silvina Diaz 1° ,P145.-Oral administration and behavioral testing of an inhibitor of serotonin synthesis,Neurochemistry and Neuropharmacology,2017
709,"
Alejandrina Funes 1°2°",P146.-LiCl treatment during cocaine abstinence leads to modifications on Wnt/B-catenin pathway in mesocorticolimbic areas.,Neurochemistry and Neuropharmacology,2017
710, Silvana Beatriz Rosso 1°2°,P146.-LiCl treatment during cocaine abstinence leads to modifications on Wnt/B-catenin pathway in mesocorticolimbic areas.,Neurochemistry and Neuropharmacology,2017
711, Alejandra María Pacchioni 1°2° ,P146.-LiCl treatment during cocaine abstinence leads to modifications on Wnt/B-catenin pathway in mesocorticolimbic areas.,Neurochemistry and Neuropharmacology,2017
712,Andrea Susana Guzman*,P147.-Influence of chronic restraint stress on cocaine-induced glutamate release in the nucleus accumbens,Neurochemistry and Neuropharmacology,2017
713, María Paula Avalos*,P147.-Influence of chronic restraint stress on cocaine-induced glutamate release in the nucleus accumbens,Neurochemistry and Neuropharmacology,2017
714, Constanza Garcia-Keller,P147.-Influence of chronic restraint stress on cocaine-induced glutamate release in the nucleus accumbens,Neurochemistry and Neuropharmacology,2017
715, Flavia Bollati,P147.-Influence of chronic restraint stress on cocaine-induced glutamate release in the nucleus accumbens,Neurochemistry and Neuropharmacology,2017
716," Liliana 
Marina Cancela ",P147.-Influence of chronic restraint stress on cocaine-induced glutamate release in the nucleus accumbens,Neurochemistry and Neuropharmacology,2017
717,"
Luciana Isaja",P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
718, Melina Bordone,P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
719, Alejandra Bernardi,P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
720, Gimena Gomez,P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
721, Oscar Gershanik,P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
722," Sara 
Sanz-Blasco",P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
723, Juan Ferrario  ,P148.-The kinase Fyn has an important role in NMDA receptor regulation in L-DOPA induced dyskinesia in a mouse model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
724,"
Matías Lasala",P149.-Molecular Function of Heteromeric Nicotinic Receptors Containing the,Neurochemistry and Neuropharmacology,2017
725, Jeremías Corradi,P149.-Molecular Function of Heteromeric Nicotinic Receptors Containing the,Neurochemistry and Neuropharmacology,2017
726, Ariana Bruzzone,P149.-Molecular Function of Heteromeric Nicotinic Receptors Containing the,Neurochemistry and Neuropharmacology,2017
727, Carmen Esandi,P149.-Molecular Function of Heteromeric Nicotinic Receptors Containing the,Neurochemistry and Neuropharmacology,2017
728, Cecilia Bouzat  ,P149.-Molecular Function of Heteromeric Nicotinic Receptors Containing the,Neurochemistry and Neuropharmacology,2017
729,"
Sonia Jazmin Molina 1°",P150.-Enriched environment as a non-pharmacological tool to prevent changes in hippocampal oxidative state induced by different noise exposure schedules at an early developmental age,Neurochemistry and Neuropharmacology,2017
730, Francisco Capani 2°,P150.-Enriched environment as a non-pharmacological tool to prevent changes in hippocampal oxidative state induced by different noise exposure schedules at an early developmental age,Neurochemistry and Neuropharmacology,2017
731, Laura Ruth Guelman 1°,P150.-Enriched environment as a non-pharmacological tool to prevent changes in hippocampal oxidative state induced by different noise exposure schedules at an early developmental age,Neurochemistry and Neuropharmacology,2017
732,Daiana Rigoni 1°,P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
733, María P. Avalos 1°,P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
734, Mariano Bisbal 2°,P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
735, Andrea S. Guzmán 1°,P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
736," Liliana M. Cancela 
1°",P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
737, Flavia Bollati 1°,P151.-Rac1 is essential for the expression of behavioral sensitization induced by chronic stress in nucleus accumbens,Neurochemistry and Neuropharmacology,2017
738,"
L. Teresita Tribbia 1°",P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
739, Gimena Gomez 2°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
740, Roy C. Rivero 3°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
741, Gastón I. Pancrazio 3°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
742," María A. 
Bernardi 2°",P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
743, Juan E. Ferrario 2°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
744, Bertha Baldi Coronel 3° ,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
745, Oscar S. Gershanik 2°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
746," Emilia M. Gatto 
4°",P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
747, Irene RE. Taravini 1°,P152.-Study of the role of yerba mate (Ilex paraguariensis) as a neuroprotective factor to dopaminergic neurons in a mouse model of Parkinson's disease,Neurochemistry and Neuropharmacology,2017
748,"
Franco Barrile",P153.-Ghrelin Action in the Ventral Tegmental Area Increases Locomotor Activity Independently of Food Intake Regulation,Neuroendocrinology and Neuroimmunology,2017
749, Maria Paula Cornejo,P153.-Ghrelin Action in the Ventral Tegmental Area Increases Locomotor Activity Independently of Food Intake Regulation,Neuroendocrinology and Neuroimmunology,2017
750, Pablo Nicolás De Francesco,P153.-Ghrelin Action in the Ventral Tegmental Area Increases Locomotor Activity Independently of Food Intake Regulation,Neuroendocrinology and Neuroimmunology,2017
751, Mario Perello ,P153.-Ghrelin Action in the Ventral Tegmental Area Increases Locomotor Activity Independently of Food Intake Regulation,Neuroendocrinology and Neuroimmunology,2017
752,"
Lucas E. Cabrera Zapata",P154.-Sex differences in X-linked gene expression in embryonic hypothalamic neurons,Neuroendocrinology and Neuroimmunology,2017
753, Carla D. Cisternas,P154.-Sex differences in X-linked gene expression in embryonic hypothalamic neurons,Neuroendocrinology and Neuroimmunology,2017
754, Maria Julia Cambiasso ,P154.-Sex differences in X-linked gene expression in embryonic hypothalamic neurons,Neuroendocrinology and Neuroimmunology,2017
755,"
Sebastián Giunti",P155.-The neurohormone tyramine modulates the intestinal release of insulin like-peptides (ILPs) to coordinate systemic stress response in,Neuroendocrinology and Neuroimmunology,2017
756, Tania Veuthey,P155.-The neurohormone tyramine modulates the intestinal release of insulin like-peptides (ILPs) to coordinate systemic stress response in,Neuroendocrinology and Neuroimmunology,2017
757, María José De Rosa,P155.-The neurohormone tyramine modulates the intestinal release of insulin like-peptides (ILPs) to coordinate systemic stress response in,Neuroendocrinology and Neuroimmunology,2017
758, Diego Rayes ,P155.-The neurohormone tyramine modulates the intestinal release of insulin like-peptides (ILPs) to coordinate systemic stress response in,Neuroendocrinology and Neuroimmunology,2017
759,"
Sergio Benitez 1°",Sensory Systems,Sensory Systems,2017
760, Alicia Seltzer 2°,Sensory Systems,Sensory Systems,2017
761, Cristian Acosta 1°,Sensory Systems,Sensory Systems,2017
762,"
Mariano Nicolas Di Guilmi 1°",P157.-Strength of the efferent olivocochlear system modifies the activity of a central auditory nuclei,Sensory Systems,2017
763, Maria Eugenia Gómez-Casati 1°2°,P157.-Strength of the efferent olivocochlear system modifies the activity of a central auditory nuclei,Sensory Systems,2017
764, Luis Ezequiel Boero 1°,P157.-Strength of the efferent olivocochlear system modifies the activity of a central auditory nuclei,Sensory Systems,2017
765," Ana 
Belen Elgoyhen 1°2° ",P157.-Strength of the efferent olivocochlear system modifies the activity of a central auditory nuclei,Sensory Systems,2017
766,Hernán Dieguez,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
767, Georgia Milne,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
768, María Florencia González Fleitas,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
769, Marcos Aranda,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
770," Agustina 
Iaquinandi",P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
771, Pablo Sande,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
772, Mónica Chianelli,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
773, Ines Keller Sarmiento,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
774, Ruth Rosenstein,P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
775," Damián 
Dorfman  ",P158.-Visual stimuli induce retinal neuroprotection against acute retinal ischemia,Sensory Systems,2017
776,Agustin Lara 1°,P159.-Perception of relevant components in odor mixtures depends on experience,Sensory Systems,2017
777, Fernando Locatelli 1°2°,P159.-Perception of relevant components in odor mixtures depends on experience,Sensory Systems,2017
778, Maria de los Milagros Azcueta 1°,P159.-Perception of relevant components in odor mixtures depends on experience,Sensory Systems,2017
779," Emiliano Marachlian 
1°2°3°",P159.-Perception of relevant components in odor mixtures depends on experience,Sensory Systems,2017
780,"
Nicolás Pírez 2°",P160.-DETECTING MINORITY COMPONENTS IN A BINARY MIXTURES: THE ROLE OF OLFACTORY SENSORY ADAPTATION,Sensory Systems,2017
781, Federico Gascue 1°,P160.-DETECTING MINORITY COMPONENTS IN A BINARY MIXTURES: THE ROLE OF OLFACTORY SENSORY ADAPTATION,Sensory Systems,2017
782, Fernando Locatelli 2°,P160.-DETECTING MINORITY COMPONENTS IN A BINARY MIXTURES: THE ROLE OF OLFACTORY SENSORY ADAPTATION,Sensory Systems,2017
783,"
Manuel Soliño",P161.-CB1 Receptor Agonist Protects The Retina From Light Induced Retinal Degeneration,Sensory Systems,2017
784, Ester María López,P161.-CB1 Receptor Agonist Protects The Retina From Light Induced Retinal Degeneration,Sensory Systems,2017
785, Laura Caltana,P161.-CB1 Receptor Agonist Protects The Retina From Light Induced Retinal Degeneration,Sensory Systems,2017
786, Alicia Brusco,P161.-CB1 Receptor Agonist Protects The Retina From Light Induced Retinal Degeneration,Sensory Systems,2017
787, Juan José López-Costa ,P161.-CB1 Receptor Agonist Protects The Retina From Light Induced Retinal Degeneration,Sensory Systems,2017
788,"
Leonardo Versaci 1° ", P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
789," Rodrigo Laje 1°2° 

1° Universidad Nacional de Quilmes", P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
790, Buenos Aires, P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
791," Argentina 

2° CONICET", P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
792, Buenos Aires, P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
793," Argentina 

focodefoco@gmail.com 

______________________________________________________________ ", P162.-Interaction between sensory feedback and attention in a finger tapping task,Sensory Systems,2017
794,"
Carolina Wedemeyer 1°",P163.-Activation of presynaptic GABAB receptors minimize depression and enables sustained transmission at high rate stimulation of cholinergic olivocochlear-hair cell synapses,Sensory Systems,2017
795, Eleonora Katz 1°2°,P163.-Activation of presynaptic GABAB receptors minimize depression and enables sustained transmission at high rate stimulation of cholinergic olivocochlear-hair cell synapses,Sensory Systems,2017
796, Ana Belen Elgoyhen 1°3° ,P163.-Activation of presynaptic GABAB receptors minimize depression and enables sustained transmission at high rate stimulation of cholinergic olivocochlear-hair cell synapses,Sensory Systems,2017
797,"
Rodrigo Manuel Paz",P164.-Kv7 channel openers and non-steroidal anti-inflammatory drugs decrease striatal cholinergic interneuron excitability,Synaptic Transmission and Excitability,2017
798, Cecilia Tubert,P164.-Kv7 channel openers and non-steroidal anti-inflammatory drugs decrease striatal cholinergic interneuron excitability,Synaptic Transmission and Excitability,2017
799, Agostina Stahl,P164.-Kv7 channel openers and non-steroidal anti-inflammatory drugs decrease striatal cholinergic interneuron excitability,Synaptic Transmission and Excitability,2017
800, Gustavo Murer,P164.-Kv7 channel openers and non-steroidal anti-inflammatory drugs decrease striatal cholinergic interneuron excitability,Synaptic Transmission and Excitability,2017
801, Lorena Rela ,P164.-Kv7 channel openers and non-steroidal anti-inflammatory drugs decrease striatal cholinergic interneuron excitability,Synaptic Transmission and Excitability,2017
