,autor,tema,titulo,year
163, Luciana Luchelli1,Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
164, Alejandro Colman-Lerner2,Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
165,3,Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
166," Matías 
Blaustein2",Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
167,3,Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
168, Lionel Muller Igaz1 ,Cellular and Molecular Neurobiology ," 
P34.-Altered brain global translation in TDP-43 transgenic mice: evidence from 
polysome profiling and SUNSET method ",2018
169," 
Octavio Gianatiempo1",Cellular and Molecular Neurobiology ,P35.-Development of a low cost 3D printable Mouse Brain Matrix ,2018
170, Carolina DAlberca2,Cellular and Molecular Neurobiology ,P35.-Development of a low cost 3D printable Mouse Brain Matrix ,2018
171, Oscar Filevich3,Cellular and Molecular Neurobiology ,P35.-Development of a low cost 3D printable Mouse Brain Matrix ,2018
172, Eduardo T Cánepa1,Cellular and Molecular Neurobiology ,P35.-Development of a low cost 3D printable Mouse Brain Matrix ,2018
173, Mariela Chertoff1 ,Cellular and Molecular Neurobiology ,P35.-Development of a low cost 3D printable Mouse Brain Matrix ,2018
174," 
Cambria Chou-Freed"," 
P36.-Physical interaction between dopamine receptor type-1 (D1R) and CaV2.2 
channels increases CaV2.2 function ",Cellular and Molecular Neurobiology ,2018
175, Clara Inés McCarthy," 
P36.-Physical interaction between dopamine receptor type-1 (D1R) and CaV2.2 
channels increases CaV2.2 function ",Cellular and Molecular Neurobiology ,2018
176, Silvia Susana Rodríguez," 
P36.-Physical interaction between dopamine receptor type-1 (D1R) and CaV2.2 
channels increases CaV2.2 function ",Cellular and Molecular Neurobiology ,2018
177, Jesica Raingo ," 
P36.-Physical interaction between dopamine receptor type-1 (D1R) and CaV2.2 
channels increases CaV2.2 function ",Cellular and Molecular Neurobiology ,2018
178," 
María Belén Cieri",Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
179, Verónica Murta,Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
180, Vanesa Cadena,Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
181, Rosciszewski Gerardo,Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
182, Villarreal Alejandro,Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
183," Alberto 
Javier Ramos ",Cellular and Molecular Neurobiology ,"P37.-Toll-like receptors -2 and -4 in the reactive gliosis propagation after 
traumatic brain injury ",2018
184," 
María Elena Arce",Cellular and Molecular Neurobiology ,"P38.-Age-related changes in Ang II receptor´s immunolocalization and 
expression in the Substantia nigra ",2018
185, Manuel Bruera,Cellular and Molecular Neurobiology ,"P38.-Age-related changes in Ang II receptor´s immunolocalization and 
expression in the Substantia nigra ",2018
186, Susana Inés Sánchez,Cellular and Molecular Neurobiology ,"P38.-Age-related changes in Ang II receptor´s immunolocalization and 
expression in the Substantia nigra ",2018
187, Gladys María Ciuffo ,Cellular and Molecular Neurobiology ,"P38.-Age-related changes in Ang II receptor´s immunolocalization and 
expression in the Substantia nigra ",2018
188," 
Manuel Bruera",Cellular and Molecular Neurobiology ,"P39.-A model for Parkinson Disease: administration of rotenone by using 
microvesicles ",2018
189, Susana Inés Sánchez,Cellular and Molecular Neurobiology ,"P39.-A model for Parkinson Disease: administration of rotenone by using 
microvesicles ",2018
190, María Elena Arce,Cellular and Molecular Neurobiology ,"P39.-A model for Parkinson Disease: administration of rotenone by using 
microvesicles ",2018
191, Gladys María Ciuffo ,Cellular and Molecular Neurobiology ,"P39.-A model for Parkinson Disease: administration of rotenone by using 
microvesicles ",2018
192," 
Santiago Cordisco Gonzalez",Cellular and Molecular Neurobiology ,"P40.-Ghrelin receptor (GHSR) and dopamine receptor type 2 (D2R) co-
expression modifies each receptor´s effects on voltage gated calcium channel 
CaV2.2 ",2018
193, Emilio Román Mustafá,Cellular and Molecular Neurobiology ,"P40.-Ghrelin receptor (GHSR) and dopamine receptor type 2 (D2R) co-
expression modifies each receptor´s effects on voltage gated calcium channel 
CaV2.2 ",2018
194, Silvia Susana Rodríguez,Cellular and Molecular Neurobiology ,"P40.-Ghrelin receptor (GHSR) and dopamine receptor type 2 (D2R) co-
expression modifies each receptor´s effects on voltage gated calcium channel 
CaV2.2 ",2018
195, Jesica Raingo ,Cellular and Molecular Neurobiology ,"P40.-Ghrelin receptor (GHSR) and dopamine receptor type 2 (D2R) co-
expression modifies each receptor´s effects on voltage gated calcium channel 
CaV2.2 ",2018
196," 
Ana Paula De Vincenti",Cellular and Molecular Neurobiology ,"P41.-Lrig2 promotes dendritic complexity, spine morphogenesis, and 
excitatory synapse formation in hippocampal neurons. ",2018
197, Fernando Cruz Alsina,Cellular and Molecular Neurobiology ,"P41.-Lrig2 promotes dendritic complexity, spine morphogenesis, and 
excitatory synapse formation in hippocampal neurons. ",2018
198, Antonella Soledad Rios,Cellular and Molecular Neurobiology ,"P41.-Lrig2 promotes dendritic complexity, spine morphogenesis, and 
excitatory synapse formation in hippocampal neurons. ",2018
199, Fernanda Ledda,Cellular and Molecular Neurobiology ,"P41.-Lrig2 promotes dendritic complexity, spine morphogenesis, and 
excitatory synapse formation in hippocampal neurons. ",2018
200, Gustavo Paratcha ,Cellular and Molecular Neurobiology ,"P41.-Lrig2 promotes dendritic complexity, spine morphogenesis, and 
excitatory synapse formation in hippocampal neurons. ",2018
201," 
Susana Delgado-Ocaña1",Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
202, Nazareno Gonzalez1,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
203, Iñaki Gentile1,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
204, Hugo Garro1,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
205, Daniela Schibich1,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
206," María 
Eugenia Chesta2",Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
207, Mauricio Menacho-Márquez1,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
208, Claudio Oscar Fernández1 ,Cellular and Molecular Neurobiology ,"P42.-Alpha-synuclein aggregation and toxicity: structural biology meets cell 
biology ",2018
209," 
Giuliana Constanza Di Mauro1",Cellular and Molecular Neurobiology ,"P43.-IgGs from sporadic Amyotrophic Lateral Sclerosis patients induce 
neurodegeneration and microglia activation in mouse-isolated spinal cord 
model ",2018
210, Bruno Di Ambrosi2,Cellular and Molecular Neurobiology ,"P43.-IgGs from sporadic Amyotrophic Lateral Sclerosis patients induce 
neurodegeneration and microglia activation in mouse-isolated spinal cord 
model ",2018
211, Osvaldo Daniel Uchitel1,Cellular and Molecular Neurobiology ,"P43.-IgGs from sporadic Amyotrophic Lateral Sclerosis patients induce 
neurodegeneration and microglia activation in mouse-isolated spinal cord 
model ",2018
212, Graciela Luján Mazzone3 ,Cellular and Molecular Neurobiology ,"P43.-IgGs from sporadic Amyotrophic Lateral Sclerosis patients induce 
neurodegeneration and microglia activation in mouse-isolated spinal cord 
model ",2018
213," 
María Julieta Rudi1",Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
214, Juan Turati1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
215, Delia Ramírez1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
216, Lila Carniglia1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
217, Julieta Saba1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
218, Carla Caruso1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
219," Juan 
Beauquis2",Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
220, Flavia Saravia2,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
221, Mercedes Lasaga1,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
222, Daniela Durand1 ,Cellular and Molecular Neurobiology ,"P44.-GLIAL METABOTROPIC GLUTAMATE RECEPTOR (mGlu3R) DYSFUNCTION 
IN ALZHEIMER´S: IMPLICATIONS FOR sAPPα-MEDIATED Aβ CLEARANCE ",2018
223," 
Setiembre Delfina Elorza",Cellular and Molecular Neurobiology ,"P45.-Cholesterol loss triggered by aging stabilizes the epigenetic repressor 
CDYL in old hippocampal neurons ",2018
224, Maria Florencia Harman,Cellular and Molecular Neurobiology ,"P45.-Cholesterol loss triggered by aging stabilizes the epigenetic repressor 
CDYL in old hippocampal neurons ",2018
225, Mauricio Gerardo Martin ,Cellular and Molecular Neurobiology ,"P45.-Cholesterol loss triggered by aging stabilizes the epigenetic repressor 
CDYL in old hippocampal neurons ",2018
226," 
Constanza Feliziani1",Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
227, Gonzalo Quasollo1,Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
228, Deborah Holstein2,Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
229, Adrienne Paton3,Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
230, James Paton3,Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
231," James 
Lechleiter2",Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
232, Mariana Bollo1  ,Cellular and Molecular Neurobiology ,"P46.-MECHANISM OF CALCIUM RELEASE DURING UNFOLDED PROTEIN 
RESPOSE ",2018
233," 
Macarena Fernandez1",Cellular and Molecular Neurobiology ,"P47.-Chemical chaperone reduces Endoplasmic Reticulum Stress in a GM2-
gangliosidosis cell model ",2018
234,2,Cellular and Molecular Neurobiology ,"P47.-Chemical chaperone reduces Endoplasmic Reticulum Stress in a GM2-
gangliosidosis cell model ",2018
235, María José Virgolini2,Cellular and Molecular Neurobiology ,"P47.-Chemical chaperone reduces Endoplasmic Reticulum Stress in a GM2-
gangliosidosis cell model ",2018
236, Mariana Bollo1 ,Cellular and Molecular Neurobiology ,"P47.-Chemical chaperone reduces Endoplasmic Reticulum Stress in a GM2-
gangliosidosis cell model ",2018
237," 
Facundo Ferrero Restelli",Cellular and Molecular Neurobiology ,"P48.-Tetraspanin promotes NGF signaling by controlling TrkA receptor 
proteostasis ",2018
238, Paula Fontanet,Cellular and Molecular Neurobiology ,"P48.-Tetraspanin promotes NGF signaling by controlling TrkA receptor 
proteostasis ",2018
239, Fernanda Ledda,Cellular and Molecular Neurobiology ,"P48.-Tetraspanin promotes NGF signaling by controlling TrkA receptor 
proteostasis ",2018
240, Gustavo Paratcha ,Cellular and Molecular Neurobiology ,"P48.-Tetraspanin promotes NGF signaling by controlling TrkA receptor 
proteostasis ",2018
241,"P49.-NEUROPROTECTIVE EFECT OF THE PROBIOTIC BACTERIUM BACILLUS 
SUBTILIS AGAINST PARKINSON´S DISEASE IN CAENORHABDITIS ELEGANS ",Cellular and Molecular Neurobiology ," 
 ",2018
242," 
Sofia Gallino1",Cellular and Molecular Neurobiology ,"P50.-The TM2-TM3 loop of the α10 subunit in the potentiation of the 
cholinergic nicotinic receptor α9α10 by extracellular calcium ",2018
243, Paola Plazas2,Cellular and Molecular Neurobiology ,"P50.-The TM2-TM3 loop of the α10 subunit in the potentiation of the 
cholinergic nicotinic receptor α9α10 by extracellular calcium ",2018
244, Juan Boffi1,Cellular and Molecular Neurobiology ,"P50.-The TM2-TM3 loop of the α10 subunit in the potentiation of the 
cholinergic nicotinic receptor α9α10 by extracellular calcium ",2018
245, Ana Belén Elgoyhen1 ,Cellular and Molecular Neurobiology ,"P50.-The TM2-TM3 loop of the α10 subunit in the potentiation of the 
cholinergic nicotinic receptor α9α10 by extracellular calcium ",2018
246," 
Cintia Romina Gatti",Cellular and Molecular Neurobiology ,"P51.-SOX-11 regulates LINE-1 retrotransposon activity during neuronal 
differentiation ",2018
247, Andres Orqueda,Cellular and Molecular Neurobiology ,"P51.-SOX-11 regulates LINE-1 retrotransposon activity during neuronal 
differentiation ",2018
248, Maria Florencia Ogara,Cellular and Molecular Neurobiology ,"P51.-SOX-11 regulates LINE-1 retrotransposon activity during neuronal 
differentiation ",2018
249, Tomás Falzone ,Cellular and Molecular Neurobiology ,"P51.-SOX-11 regulates LINE-1 retrotransposon activity during neuronal 
differentiation ",2018
250," 
Nahir Guadalupe Gazal",Cellular and Molecular Neurobiology ,"P52.-Effects of the Val66Met polymorphism on the BDNF gene in neuronal 
development and structure ",2018
251, Mariano Bisbal,Cellular and Molecular Neurobiology ,"P52.-Effects of the Val66Met polymorphism on the BDNF gene in neuronal 
development and structure ",2018
252, Agustín Anastasía ,Cellular and Molecular Neurobiology ,"P52.-Effects of the Val66Met polymorphism on the BDNF gene in neuronal 
development and structure ",2018
253," 
Laura Ivonne Gómez Pinto",Cellular and Molecular Neurobiology ,P53.-TGFb effect during the demyelination and remyelination process ,2018
