,autor,tema,poster
176, Silvia S Rodriguez1,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents "
177, Jesica Raingo1 ,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents "
178,María Eugenia Pallarés1,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
179, Melisa C. Monteleone2,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
180, Verónica P. Pastor1,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
181," Silvina L. 
Díaz3",Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
182, Marcela A. Brocco2,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
183, Marta C. Antonelli1 ,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat "
184,Manuel Gastón Bruera1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. "
185, Maria Mercedes Benedetto1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. "
186, Alicia L Degano1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. "
187," María Ana 
Contin1 ",Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. "
188,Fiamma Buratti1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
189, Iñaki Gentile1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
190, Hugo Garro1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
191, Carla Ramunno1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
192," Nazareno 
González1",Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
193, Ezequiel Nigenda1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
194, Claudio Fernández1 ,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology "
195,Maria Pilar Canal1,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures "
196, Anna De Tomas Lioro1,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures "
197, Cecilia Pugliese2,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures "
198, Adelina Badolati2,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures "
199," 
Maria Veronica Baez1 ",Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures "
200,Clara Nicole Castañares1,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload "
201, Ana Laura Vivinetto1,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload "
202, Ana Lis Moyano2,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload "
203," Ronald L 
Schnaar3",Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload "
204, Pablo HH Lopez1 ,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload "
205,Santiago Charif1,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
206, Antonella Vila3,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
207, Alejandro Colman-Lerner2,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
208,3,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
209, Matías Blaustein2,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
210,3,Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
211," 
Lionel Muller Igaz1 ",Cellular and Molecular Neurobiology ,P35.-TDP-43 overexpression affects global brain translation 
212,Maria Belen Cieri1,Cellular and Molecular Neurobiology ,"P36.-Astrocyte conversion to proinflammatory-
neurodegenerative phenotype is a key step in evolution of 
traumatic brain injury "
213, Ingrid Mailing1,Cellular and Molecular Neurobiology ,"P36.-Astrocyte conversion to proinflammatory-
neurodegenerative phenotype is a key step in evolution of 
traumatic brain injury "
214, Alejandro Villarreal1,Cellular and Molecular Neurobiology ,"P36.-Astrocyte conversion to proinflammatory-
neurodegenerative phenotype is a key step in evolution of 
traumatic brain injury "
215, Verónica Murta1,Cellular and Molecular Neurobiology ,"P36.-Astrocyte conversion to proinflammatory-
neurodegenerative phenotype is a key step in evolution of 
traumatic brain injury "
216," Alberto 
Javier Ramos1 ",Cellular and Molecular Neurobiology ,"P36.-Astrocyte conversion to proinflammatory-
neurodegenerative phenotype is a key step in evolution of 
traumatic brain injury "
217,María Elena Arce1,Cellular and Molecular Neurobiology ,"P37.-Subcellular localization of Angiotensin II receptors in 
Substantia nigra of young and aged rats. "
218, Susana I. Sánchez1,Cellular and Molecular Neurobiology ,"P37.-Subcellular localization of Angiotensin II receptors in 
Substantia nigra of young and aged rats. "
219, Helga M. Blanco1,Cellular and Molecular Neurobiology ,"P37.-Subcellular localization of Angiotensin II receptors in 
Substantia nigra of young and aged rats. "
220, Gladys M. Ciuffo1 ,Cellular and Molecular Neurobiology ,"P37.-Subcellular localization of Angiotensin II receptors in 
Substantia nigra of young and aged rats. "
221,W. A. Corrales1,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
222, J. P. Silva1,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
223, F. A. Olave1,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
224, F. I. Aguayo1,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
225, L. Román-Albasini1,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
226," V. 
Maracaja-Coutinho2",Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
227, J. A. Cidlowski3,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
228, J. L. Fiedler1 ,Cellular and Molecular Neurobiology ," 
P38.-Sexual dimorphism in the effect of glucocorticoids on the 
miRNA expression pattern in rat hippocampus "
229,Tomás Crespo1,Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
230, Maia Uriarte1,Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
231, Paula Reggiani2,Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
232, Rodolfo Gustavo Goya2,Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
233," Mario 
Perelló1",Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
234, Pablo Nicolás De Francesco1 ,Cellular and Molecular Neurobiology ," 
P39.-Revealing the long-range three-dimensional organization 
of tanycyte processes within the basal hypothalamus of mice "
235,Giuliana Constanza Di Mauro1,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
236, Florencia Merino1,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
237, Sebastián Giusti1,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
238, Natalia Pino3,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
239," 
Mora Ogando1",Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
240, Belén Pardi1,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
241, Antonia Marin Burgin1,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
242, Olaf Jahn2,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
243, Nils Brose2,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
244," 
Wolfgang Wurst3",Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
245, Damián Refojo1 ,Cellular and Molecular Neurobiology ,"P40.-A circular RNA derived from the Tulp4 gene controls 
excitatory neurotransmission and regulates anxiety-related 
behavior "
246,Tomás Eidelman1,Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
247, Melina Paula Bordone2,Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
248, Ana Damianich3,Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
249," Oscar Samuel 
Gershanik4",Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
250, María Elena Avale3,Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
251, Juan Esteban Ferrario2 ,Cellular and Molecular Neurobiology ,"P41.-Development of a regulable system for neuronal specific 
molecular silencing using micro RNA for therapeutical 
purposes "
252,Setiembre Delfina Elorza1,Cellular and Molecular Neurobiology ,"P42.-Basal repression of BDNF in old neurons is triggered by 
CDYL-HDAC2 accumulation and SPHK2 decrease "
253, María Florencia Harman1,Cellular and Molecular Neurobiology ,"P42.-Basal repression of BDNF in old neurons is triggered by 
CDYL-HDAC2 accumulation and SPHK2 decrease "
254, Mauricio Gerardo Martín1 ,Cellular and Molecular Neurobiology ,"P42.-Basal repression of BDNF in old neurons is triggered by 
CDYL-HDAC2 accumulation and SPHK2 decrease "
255,Carolina Facal1,Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
256, Ana Damianich1,Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
257, Camilo Mininni2,Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
258, Silvano Zanutto2,Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
259," Juan Esteban 
Ferrario3",Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
260, M. Elena Avale1 ,Cellular and Molecular Neurobiology ,"P43.-Modulation of Tau 3R:4R Isoforms Imbalance Precludes 
Motor Impairments in a Mouse Model of Tauopathy. "
261,Macarena Fernandez1,Cellular and Molecular Neurobiology ,P44.-Calcium signaling stimulates PERK pathway 
262, Mariana Bollo1 ,Cellular and Molecular Neurobiology ,P44.-Calcium signaling stimulates PERK pathway 
263,Iván Fernández Bessone1,Cellular and Molecular Neurobiology ,"P45.-Dyrk1a overexpression induces APP axonal transport 
impairments in human neurons "
264, Mariana Holubiec1,Cellular and Molecular Neurobiology ,"P45.-Dyrk1a overexpression induces APP axonal transport 
impairments in human neurons "
265, Matías Alloatti1,Cellular and Molecular Neurobiology ,"P45.-Dyrk1a overexpression induces APP axonal transport 
impairments in human neurons "
266," Jordi L. Navarro1 
Trinidad Saez1",Cellular and Molecular Neurobiology ,"P45.-Dyrk1a overexpression induces APP axonal transport 
impairments in human neurons "
267, Tomás Falzone1 ,Cellular and Molecular Neurobiology ,"P45.-Dyrk1a overexpression induces APP axonal transport 
impairments in human neurons "
268,Nadina M. Ferroni1,Cellular and Molecular Neurobiology ,"P46.-Protein malnutrition and premature aging: impact on 
cognitive skills and cellular senescence "
269, Eduardo T. Cánepa1,Cellular and Molecular Neurobiology ,"P46.-Protein malnutrition and premature aging: impact on 
cognitive skills and cellular senescence "
270, Silvina V. Sonzogni1 ,Cellular and Molecular Neurobiology ,"P46.-Protein malnutrition and premature aging: impact on 
cognitive skills and cellular senescence "
