,score,match,messy,original,id,index,Partial Token Set,Partial Ratio,Token Sort,WRatio,Score Average
257,0.0,marcelo rubinstein,marcelo rubinstein, Marcelo Rubinstein2 ,929,928,100,100,100,100,100.0
258,0.81,laura andrea herrera,nerea herrero," 
Nerea Herrero1",59051,59048,69,85,55,76,72.0
259,0.85,matias bonansea,matias bonilla, Matias Bonilla1,36731,36729,100,79,76,76,77.0
260,0.54,sara silvia kochen kochen,silvia kochen, Silvia Kochen1,13739,13738,100,100,68,90,86.0
261,0.0,luz bavassi,luz bavassi, Luz Bavassi2,73565,73561,100,100,100,100,100.0
262,0.7,laura kaczer,lucia kaczer, Lucía Kaczer2,2950,2949,100,83,83,83,83.0
263,0.0,cecilia forcato,cecilia forcato, Cecilia Forcato1 ,20776,20775,100,100,100,100,100.0
264,0.0,constanza milena jandar paz,constanza milena jandar paz," 
Constanza Milena Jandar Paz",26600,26599,100,100,100,100,100.0
265,0.64,agustin anastasia gonzalez,agustin anastasia, Agustín Anastasía    ,35968,35966,100,100,79,90,89.667
266,0.0,gisela paola lazzarino,gisela paola lazzarino," 
Gisela Paola Lazzarino1",57562,57559,100,100,100,100,100.0
267,0.0,maria florencia andreoli,maria florencia andreoli, María Florencia Andreoli3,3367,3366,100,100,100,100,100.0
268,0.0,maria florencia acutain,maria florencia acutain, María Florencia Acutain4,57981,57978,100,100,100,100,100.0
269,0.0,maria florencia rossetti,maria florencia rossetti, María Florencia Rossetti1,19493,19492,100,100,100,100,100.0
270,1.0,ana mercedes patricia merlo,, 2,35296,35294,0,0,0,0,0.0
271,0.0,rocio schumacher,rocio schumacher," 
Rocio Schumacher1",74523,74519,100,100,100,100,100.0
272,0.0,cora stoker,cora stoker, Cora Stoker1,10669,10668,100,100,100,100,100.0
273,0.0,jorge guillermo ramos,jorge guillermo ramos, Jorge Guillermo Ramos1,11830,11829,100,100,100,100,100.0
274,1.0,ana mercedes patricia merlo,, 2 ,35296,35294,0,0,0,0,0.0
275,0.82,ivana marcela linenberg,ivana m linenberg," 
Ivana M Linenberg1",59040,59037,100,71,85,89,81.667
276,1.08,liza nannetti,annette vogl, Annette Vogl3,178983,124034,55,55,48,48,50.333
277,0.0,sebastian giusti,sebastian giusti, Sebastian Giusti1,6500,6499,100,100,100,100,100.0
278,0.0,patricio yankilevich,patricio yankilevich, Patricio Yankilevich1,3126,3125,100,100,100,100,100.0
279,1.1,nicolas parada,manolis pasparakis, Manolis Pasparakis4,96849,96843,57,57,56,56,56.333
280,0.97,wolfgang huttel,wolfgang wurst," 
Wolfgang Wurst2",61831,61828,100,79,55,76,70.0
281,0.91,nestor ivan holsbach,florian holsboer, Florian Holsboer3,174344,119579,47,69,44,61,58.0
282,1.05,maria ana reussi,jan deussing, Jan Deussing3,36961,36959,42,73,36,57,55.333
283,0.0,damian refojo,damian refojo, Damian Refojo1 ,14545,14544,100,100,100,100,100.0
284,0.0,juliette lopez hanotte,juliette lopez hanotte," 
Juliette López Hanotte",164145,116079,100,100,100,100,100.0
285,0.0,maria florencia zappa villar,maria florencia zappa villar, María Florencia Zappa Villar,43587,43584,100,100,100,100,100.0
286,0.0,joaquin pardo,joaquin pardo, Joaquín Pardo,52892,52889,100,100,100,100,100.0
287,0.0,paula cecilia reggiani,paula cecilia reggiani, Paula Cecilia Reggiani   ,19318,19317,100,100,100,100,100.0
288,0.99,manuel lopez,manuel i. lopez pazos," 
Manuel I. Lopez Pazos1",74848,74844,100,75,75,86,78.667
289,0.0,mariana del vas,mariana del vas, Mariana del Vas2,4664,4663,100,100,100,100,100.0
290,0.63,andrea natalia beltran gonzalez,andrea n. beltran gonzalez, Andrea N. Beltrán González1,25365,25364,100,77,89,91,85.667
291,0.89,daniel juan calvo,daniel j. calvo, Daniel J. Calvo1 ,19687,19686,100,80,90,88,86.0
292,0.0,jeronimo lukin,jeronimo lukin," 
Jeronimo Lukin",77180,77176,100,100,100,100,100.0
293,0.0,sebastian giusti,sebastian giusti, Sebastian Giusti,6500,6499,100,100,100,100,100.0
294,0.0,mora ogando,mora ogando, Mora Ogando,3757,3756,100,100,100,100,100.0
295,0.0,florencia merino,florencia merino, Florencia Merino,81874,81870,100,100,100,100,100.0
296,0.0,antonia marin burgin,antonia marin-burgin, Antonia Marin-Burgin,3756,3755,100,95,100,100,98.333
297,0.0,damian refojo,damian refojo, Damian Refojo ,14545,14544,100,100,100,100,100.0
298,0.0,sebastian luna,sebastian luna," 
Sebastian Luna",68082,68078,100,100,100,100,100.0
299,0.82,andrea silvana rossi,silvana rosso, Silvana Rosso ,6877,6876,100,92,73,86,83.667
300,0.0,melisa malcolm,melisa malcolm," 
Melisa Malcolm",147133,114968,100,100,100,100,100.0
301,0.75,lucia saad,lucia florencia saad, Lucía Florencia Saad,129189,112437,100,80,67,86,77.667
302,0.77,gabriela pena,laura gabriela penazzi, Laura Gabriela Penazzi,124901,108149,100,100,74,90,88.0
303,0.0,eduardo garbarino pico,eduardo garbarino pico, Eduardo Garbarino Pico ,3393,3392,100,100,100,100,100.0
304,0.58,josefina mas,josefina martin," 
Josefina Martín",174304,119543,100,92,81,81,84.667
305,0.0,gonzalo quassollo,gonzalo quassollo, Gonzalo Quassollo,8885,8884,100,100,100,100,100.0
306,0.0,mariano bisbal,mariano bisbal, Mariano Bisbal ,2646,2645,100,100,100,100,100.0
307,0.88,fabiana martinez,gaby fabiana martinez," 
Gaby Fabiana Martínez1",43728,43725,100,100,86,95,93.667
308,0.85,guadalupe garcia,nahir guadalupe gazal, Nahir Guadalupe Gazal1,120122,103370,100,84,70,70,74.667
309,0.0,gonzalo quassollo,gonzalo quassollo, Gonzalo Quassollo1,8885,8884,100,100,100,100,100.0
310,0.99,luis thomas,thomas m durcan, Thomas M Durcan3,9122,9121,100,36,62,67,55.0
311,0.0,alfredo caceres,"alfredo 
caceres"," Alfredo 
Cáceres1",7031,7030,100,93,100,97,96.667
312,0.0,nicolas unsain,nicolas unsain, Nicolás Unsain1 ,23584,23583,100,100,100,100,100.0
313,0.0,valentina martinez damonte,valentina martinez damonte," 
Valentina Martinez Damonte1",10976,10975,100,100,100,100,100.0
314,0.68,silvia rodriguez,silvia s. rodriguez, Silvia S. Rodríguez,37836,37834,100,81,94,95,90.0
315,0.0,vanesa mattera,vanesa mattera," 
Vanesa Mattera1",62851,62848,100,100,100,100,100.0
316,0.49,federico pehuen pereyra gerber,pehuen pereyra gerber, Pehuen Pereyra Gerber2,9355,9354,100,100,82,95,92.333
317,0.0,jorge correale,jorge correale, Jorge Correale1,102921,101224,100,100,100,100,100.0
318,0.55,juana maria pasquini,juana pasquini, Juana Pasquini3 ,7836,7835,100,79,82,95,85.333
319,0.81,clara ines mccarthy,clara i. mccarthy," 
Clara I. McCarthy",90249,90245,100,82,91,89,87.333
320,1.15,maria camacho,cambria chou-freed, Cambria Chou-Freed,57245,57242,62,62,58,55,58.333
321,0.68,silvia rodriguez,silvia s. rodriguez, Silvia S. Rodriguez,37836,37834,100,81,94,95,90.0
322,0.98,mara solange medori,mara medori," 
Mara Medori1",60071,60068,100,73,73,86,77.333
323,0.71,dario spelzini,gonzalo spelzini, Gonzalo Spelzini1,5046,5045,100,79,73,73,75.0
324,1.05,maria celeste ruete,luisa rene teruel, Luisa René Teruel1,11224,11223,47,59,44,56,53.0
325,0.0,viviana sanchez,viviana sanchez, Viviana Sanchez1,68363,68359,100,100,100,100,100.0
326,0.83,gabriel edgardo scicolone,gabriel scicolone, Gabriel Scicolone1,6736,6735,100,76,81,95,84.0
327,1.0,ana mercedes patricia merlo,,2  ,35296,35294,0,0,0,0,0.0
328,1.0,amancay martinez,daymara merceron-martinez," 
Daymara Mercerón-Martínez1",54826,54823,100,56,63,86,68.333
329,1.04,william ariel ale,william almaguer-melian, William Almaguer-Melian1,62543,62540,100,71,70,66,69.0
330,0.7,esteban amador,esteban alberti-amador, Estebán Alberti-Amador2,65939,65935,100,71,78,86,78.333
331,1.01,jorge bernardino bergara,"jorge bergado-
rosado"," Jorge Bergado-
Rosado3 ",171276,116615,100,62,59,69,63.333
332,0.0,florencia merino,florencia merino," 
Florencia Merino1",81874,81870,100,100,100,100,100.0
333,0.74,natalia pineau,natalia pino, Natalia Pino2,63455,63452,100,92,85,85,87.333
334,0.0,mora ogando,mora ogando, Mora Ogando1,3757,3756,100,100,100,100,100.0
335,0.81,maria belen parodi,belen pardi, Belén Pardi1,27117,27116,100,91,76,86,84.333
336,0.0,antonia marin burgin,antonia marin-burgin, Antonia Marin-Burgin1,3756,3755,100,95,100,100,98.333
337,0.83,diego nicolas messina,diego messina," 
Diego Messina1",52298,52295,100,69,76,86,77.0
338,0.75,sergio gonzalo benitez,sergio benitez, Sergio Benítez1,59997,59994,100,64,78,86,76.0
339,0.69,alicia mabel seltzer,alicia seltzer, Alicia Seltzer2,43933,43930,100,71,82,95,82.667
340,0.62,cristian ariel acosta,cristian acosta, Cristian Acosta1 ,25770,25769,100,67,83,95,81.667
341,0.86,gabriel michelena,german ariel michelis," 
Germán Ariel Michelis1",173537,118808,59,73,63,68,68.0
342,0.0,olga lorena german,olga lorena german, Olga Lorena German2,19186,19185,100,100,100,100,100.0
343,0.65,nora patricia rotstein,nora rotstein, Nora Rotstein2,18794,18793,100,77,74,86,79.0
344,0.0,luis enrique politi,luis enrique politi, Luis Enrique Politi2,19002,19001,100,100,100,100,100.0
345,0.86,lucia becerra,sofia patricia becerra, Sofía Patricia Becerra1 ,79094,79090,100,85,63,86,78.0
346,0.0,franco rafael mir,franco rafael mir," 
Franco Rafael Mir1",51463,51460,100,100,100,100,100.0
347,0.64,carlos wilson rodriguez,carlos wilson, Carlos Wilson3,171712,117039,100,100,72,90,87.333
348,0.0,maria julia cambiasso,maria julia cambiasso, María Julia Cambiasso4,7366,7365,100,100,100,100,100.0
349,1.0,ana mercedes patricia merlo,,5  ,35296,35294,0,0,0,0,0.0
350,0.0,yamila azul molinari,yamila azul molinari," 
Yamila Azul Molinari",57171,57168,100,100,100,100,100.0
351,0.64,paula gabriela franco,paula franco, Paula Franco,7078,7077,100,75,73,86,78.0
352,0.0,lucas silvestroff,lucas silvestroff, Lucas Silvestroff ,7136,7135,100,100,100,100,100.0
353,0.0,matias nicolas schroeder,matias nicolas schroeder," 
Matías Nicolás Schroeder",60728,60725,100,100,100,100,100.0
354,0.67,camila lorena fullio,camila fullio, Camila Fullio,173818,119082,100,69,79,86,78.0
355,0.0,martin grinspun,martin grinspun, Martin Grinspun,75975,75971,100,100,100,100,100.0
356,0.0,diego moncada,diego moncada, Diego Moncada ,60499,60496,100,100,100,100,100.0
357,0.89,pedro morin,luis pedro morera," 
Luis Pedro Morera",776,775,100,82,64,86,77.333
358,1.03,micaela jalabert,micaela jairedin lara, Micaela Jairedin Lara,120175,103423,100,69,70,70,69.667
359,0.0,pablo ezequiel flores kanter,pablo ezequiel flores kanter, Pablo Ezequiel Flores Kanter,83705,83701,100,100,100,100,100.0
360,0.81,leonardo medrano,leonardo adrian medrano, Leonardo Adrián Medrano ,16205,16204,100,81,82,95,86.0
361,0.0,emilio roman mustafa,emilio roman mustafa," 
Emilio Román Mustafá",59837,59834,100,100,100,100,100.0
362,0.0,santiago cordisco gonzalez,santiago cordisco gonzalez, Santiago Córdisco González,59357,59354,100,100,100,100,100.0
363,0.7,lorena paola neila,lorena neila," 
Lorena Neila",98294,98288,100,75,80,86,80.333
364,0.0,gabriela veronica nieva,gabriela veronica nieva," 
Gabriela Verónica Nieva",60600,60597,100,100,100,100,100.0
365,0.9,pablo silva,pablo r silva, Pablo R Silva,60683,60680,100,82,92,95,89.667
366,0.72,lionel ivan muller igaz,lionel muller igaz, Lionel Muller Igaz ,11905,11904,100,83,88,95,88.667
367,0.6,nao nishida,nishida,Nishida,25437,25436,100,100,78,90,89.333
368,1.0,ana mercedes patricia merlo,f, F1,35296,35294,0,0,0,0,0.0
369,0.81,carolina natalia zanuzzi,; zanuzzi,5; Zanuzzi,8894,8893,100,89,45,90,74.667
370,1.0,ana mercedes patricia merlo,c.n., C.N.1,35296,35294,33,25,13,20,19.333
371,0.79,ana maria sisti,; sisti,3; Sisti,33898,33896,100,86,50,90,75.333
372,1.0,ana mercedes patricia merlo,m.s., M.S.1,35296,35294,33,25,13,20,19.333
373,0.51,eugenia falomir lockhart,; falomir lockhart,5; Falomir Lockhart,12989,12988,100,94,80,90,88.0
374,1.0,ana mercedes patricia merlo,e., E.3,35296,35294,100,50,7,60,39.0
375,1.0,ana mercedes patricia merlo,,4,35296,35294,0,0,0,0,0.0
376,0.86,maria mina,; camina,6; Camiña,74541,74537,83,62,62,75,66.333
377,0.97,maria jose bellini,a.e.; bellini, A.E.5; Bellini,3479,3478,100,69,62,74,68.333
378,1.0,ana mercedes patricia merlo,m.j., M.J.3,35296,35294,67,25,13,38,25.333
379,0.79,enrique portiansky,"; 
portiansky","6; 
Portiansky",8898,8897,100,85,71,90,82.0
380,1.0,ana mercedes patricia merlo,e.l., E.L.1,35296,35294,67,50,20,40,36.667
381,0.0,cindy lorena olmos carreno,cindy lorena olmos carreno," 
Cindy Lorena Olmos Carreño1",60047,60044,100,100,100,100,100.0
382,0.86,sonia figueroa,maria figueres onate, Maria Figueres Oñate2,55313,55310,64,71,65,65,67.0
383,0.64,daniel mario sanchez,mario sanchez, Mario Sanchez2,172246,117559,100,100,79,90,89.667
384,0.86,laura lopez,"laura lopez 
mascaraque"," Laura López 
Mascaraque2 ",179061,124110,100,100,67,90,85.667
385,0.0,daniela paula orquera,daniela paula orquera," 
Daniela Paula Orquera1",61164,61161,100,100,100,100,100.0
386,0.0,maria belen tavella,maria belentavella, Maria BelenTavella1,161941,115794,100,94,65,97,85.333
387,0.0,flavio silva junqueira de souza,flavio silva junqueira de souza, Flavio Silva Junqueira de Souza1,5559,5558,100,100,100,100,100.0
388,0.76,sofia siffo,sofia nasif, Sofia Nasif1,4546,4545,100,82,82,82,82.0
389,1.15,malco rossi,"malcom 
low"," Malcom 
Low4",28045,28043,42,64,48,64,58.667
390,0.0,marcelo rubinstein,marcelo rubinstein, Marcelo Rubinstein1,929,928,100,100,100,100,100.0
391,1.0,ana mercedes patricia merlo,,4   ,35296,35294,0,0,0,0,0.0
392,0.91,enzo nicolas ovejero,milagros ovejero," 
Milagros Ovejero1",122320,105568,100,75,67,67,69.667
393,1.03,aisha elena guardia,vaishali sharma, Vaishali Sharma2,23370,23369,40,53,47,59,53.0
394,0.0,mariano bisbal,mariano bisbal, Mariano Bisbal1,2646,2645,100,100,100,100,100.0
395,1.03,luis thomas,thomas m. jovin, Thomas M. Jovin2,9122,9121,100,36,64,67,55.667
396,1.13,guillermo martin arndt,donna j. arndt-jovin, Donna J. Arndt-Jovin2,115029,102048,100,40,49,47,45.333
397,0.64,agustin anastasia gonzalez,agustin anastasia, Agustin Anastasia1 ,35968,35966,100,100,79,90,89.667
398,1.04,celina peralta,yael macarena peralta cuasolo," 
Yael Macarena Peralta Cuasolo1",182964,127741,100,86,56,86,76.0
399,1.0,maria agustina duprat,sebastian dupraz, Sebastián Dupraz2,72552,72548,64,69,49,59,59.0
400,0.0,diego grassi,diego grassi, Diego Grassi1,8280,8279,100,100,100,100,100.0
401,0.0,santiago quiroga,santiago quiroga, Santiago Quiroga1,7333,7332,100,100,100,100,100.0
402,0.0,lucas javier sosa,lucas javier sosa, Lucas Javier Sosa1 ,24756,24755,100,100,100,100,100.0
403,0.71,leticia peralta,leticia peris," 
Leticia Peris",33576,33574,100,85,79,79,81.0
404,1.08,soledad quereilhac,jean marc soleilhac, Jean Marc Soleilhac,25051,25050,50,56,49,54,53.0
405,0.69,angel martinez hernandez,jose martinez-hernandez, José Martinez-Hernandez,76959,76955,100,83,77,85,81.667
406,0.96,juliana falivene,giulia falivelli, Giulia Falivelli,10348,10347,69,71,69,69,69.667
407,0.92,christopher brian anderson,christophe bosc, Christophe Bosc,6430,6429,73,80,59,72,70.333
408,1.09,celeste cottet,"charlotte 
corrao"," Charlotte 
Corrao",161796,115779,50,50,47,45,47.333
409,1.05,martin jacquet,jacques brocard, Jacques Brocard,173734,119000,43,43,41,41,41.667
410,1.09,jose morin,marie jose moutin, Marie Jose Moutin,71347,71343,100,80,67,86,77.667
411,1.11,odile glorieux,annie andrieux, Annie Andrieux ,82099,82095,57,57,57,57,57.0
412,0.76,mayra florencia perotti,mayra perotti," 
Mayra Perotti",92754,92750,100,69,72,86,75.667
413,0.58,mariana oksdath mansilla,mariana oksdath, Mariana Oksdath,7871,7870,100,100,77,90,89.0
414,0.0,santiago quiroga,santiago quiroga, Santiago Quiroga ,7333,7332,100,100,100,100,100.0
415,0.81,federico prandi,federico prestia," 
Federico Prestia1",37738,37736,100,80,77,77,78.0
416,0.0,pablo galeano,pablo galeano, Pablo Galeano1,7910,7909,100,100,100,100,100.0
417,0.75,pamela victoria martino adami,pamela. v martino adami, Pamela. V Martino Adami1,15702,15701,100,70,86,90,82.0
418,1.05,maria sonia donati,sonia do carmo, Sonia Do Carmo2,122853,106101,100,69,50,56,58.333
419,0.89,eduardo castano,eduardo m. castano, Eduardo M. Castaño1,2937,2936,100,80,94,95,89.667
420,0.98,jorge antonio cuello,claudio cuello," 
Claudio Cuello2",44673,44670,100,71,59,59,63.0
421,0.0,laura morelli,laura morelli, Laura Morelli1 ,2883,2882,100,100,100,100,100.0
422,0.0,luciana mercedes pujol lereis,luciana mercedes pujol lereis," 
Luciana Mercedes Pujol Lereis1",109087,101564,100,100,100,100,100.0
423,1.12,gerhard rainer,gerhard liebisch, Gerhard Liebisch3,74404,74400,100,71,67,67,68.333
424,0.96,adrian yuchechen,yuchen lin, Yuchen Lin4,3216,3215,80,63,69,68,66.667
425,0.91,cyril zipfel,peter f. zipfel, Peter F. Zipfel4,95218,95212,100,67,62,64,64.333
426,1.08,christian martin,christine skerka, Christine Skerka4,173875,119136,62,62,62,62,62.0
427,1.0,micael bernhardt,bernhard h. f. weber," 
Bernhard H. F. Weber1 ",36137,36135,62,38,59,56,51.0
428,0.0,antonella soledad rios,antonella soledad rios," 
Antonella Soledad Rios1",55295,55292,100,100,100,100,100.0
429,0.0,ana paula de vincenti,ana paula de vincenti, Ana Paula De Vincenti1,62026,62023,100,100,100,100,100.0
430,0.66,pablo rodolfo brumovsky,pablo brumovsky, Pablo Brumovsky2,20174,20173,100,80,79,86,81.667
431,0.85,jorge aquiles saliba,jorge aquino, Jorge Aquino3,81839,81835,100,83,62,86,77.0
432,0.0,gustavo paratcha,gustavo paratcha, Gustavo Paratcha1,11041,11040,100,100,100,100,100.0
433,0.0,fernanda ledda,fernanda ledda," 
Fernanda Ledda1 ",13463,13462,100,100,100,100,100.0
434,0.68,debora vanesa rodriguez,debora rodriguez," 
Débora Rodriguez",59952,59949,100,75,82,95,84.0
435,0.0,laura ivonne gomez pinto,laura ivonne gomez pinto, Laura Ivonne Gómez Pinto,59594,59591,100,100,100,100,100.0
436,0.59,patricia andrea mathieu,patricia mathieu, Patricia Mathieu,10799,10798,100,69,82,95,82.0
437,0.82,ana maria adamo,ana m. adamo, Ana M. Adamo ,8029,8028,100,67,85,86,79.333
438,0.77,lucia rodriguez,lucia rodriguez berdini," 
Lucía Rodríguez Berdini1",12995,12994,100,100,79,90,89.667
439,0.0,gabriel orlando ferrero,gabriel orlando ferrero, Gabriel Orlando Ferrero2,3931,3930,100,100,100,100,100.0
440,0.0,andres mauricio cardozo gizzi,andres mauricio cardozo gizzi, Andrés Mauricio Cardozo Gizzi1,12676,12675,100,100,100,100,100.0
441,0.8,julia florentyna bustos,"florentyna bustos 
plonka"," Florentyna Bustos 
Plonka1",12563,12562,100,74,85,81,80.0
442,0.0,beatriz  leonor caputto,beatriz leonor caputto, Beatriz Leonor Caputto1 ,12669,12668,100,95,100,98,97.667
443,0.0,nicolas matias rosas,nicolas matias rosas," 
Nicolás Matías Rosas",75498,75494,100,100,100,100,100.0
444,0.0,alberto carlos frasch,alberto carlos frasch, Alberto Carlos Frasch,18732,18731,100,100,100,100,100.0
445,0.0,beata fuchsova,beata fuchsova, Beata Fuchsova ,1163,1162,100,100,100,100,100.0
446,0.73,ana lia rossi,alicia rossi," 
Alicia Rossi",35488,35486,100,83,80,80,81.0
447,1.0,natalia rius,miriana mariussi, Miriana Mariussi,53115,53112,42,58,36,50,48.0
448,0.8,paula sartor,paula sarchi, Paula Sarchi,95195,95189,100,75,75,75,75.0
449,0.75,facundo heber prado spalm,facundo h. prado spalm," 
Facundo H. Prado Spalm1",60075,60072,100,82,91,90,87.667
450,0.84,marcela svarc,marcela s. vera, Marcela S. Vera1,5506,5505,100,77,81,79,79.0
451,0.72,marcos javier dibo,marcos j. dibo, Marcos J. Dibo1,59936,59933,100,64,84,87,78.333
452,0.66,maria victoria simon,m. victoria simon, M. Victoria Simón1,20419,20418,100,88,89,88,88.333
453,0.8,luis enrique politi,luis e. politi, Luis E. Politi1,19002,19001,100,64,81,87,77.333
