,autor,afiliacion,titulo,tema,primer_autor
2,Nicolás Unsaín,"[' Instituto  de Investigación Médica Mercedes y Martín Ferreyra (INIMEC), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad Nacional de Córdoba, Córdoba, Argentina.', ' Instituto Universitario de Ciencias Biomédicas de Córdoba (IUCBC), Córdoba, Argentina.']",STUDYING THE IN SITU ORGANIZATION OF THE SPECTRIN CORTICAL SKELETON OF AXONS AND DENDRITES IN DROSOPHILA MELANOGASTER,Cellular and Molecular Neurobiology,
0,Iván Fernandez Bessone," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
1,Jordi L Navarro Cnobel," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
2,José Emanuel Martínez," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
3,Mariana I Holubiec," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
4,Trinidad MM Saez," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
5,Tomás L Falzone," Instituto de Biología Celular y Neurociencia (IBCN, UBA-CONICET)",The cutting edge of DYRK1A in axonal transport regulation and its implications in neurodegenerative diseases.,Cellular and Molecular Neurobiology,
0,Ezequiel Giménez," Laboratorio de Neuroquímica y Biofísica de Enfermedades Neurodegenerativas, INIBIOLP-CONICET, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, Argentina",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
1,Gian Franco Cavazzutti," Laboratorio de Neuroquímica y Biofísica de Enfermedades Neurodegenerativas, INIBIOLP-CONICET, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, Argentina",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
2,Andrés Martín Toscani," Laboratorio de Neuroquímica y Biofísica de Enfermedades Neurodegenerativas, INIBIOLP-CONICET, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, Argentina",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
3,Thomas Jovin," Laboratory of Cellular Dynamics, Max Planck Institute for Biophysical Chemistry. Göttingen, Germany.",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
4,Henning Urlaub," Bioanalytical Mass Spectrometry Group, Max Planck Institute for Biophysical Chemistry. Göttingen, Germany.",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
5,Lisandro Falomir Lockhart," Laboratorio de Neuroquímica y Biofísica de Enfermedades Neurodegenerativas, INIBIOLP-CONICET, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, Argentina",Characterization of Photo-induced Oxidative Modifications of α-Synuclein,Cellular and Molecular Neurobiology,
0,Julieta Millan," Laboratorio de Neurofarmacología de los Procesos de la Memoria, FFyB, UBA",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
1,Santiago Ojea Ramos," Laboratorio de Neurobiología de la Memoria, IFIByNE, UBA-CONICET",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
2,Mariano Guillermo Blake," IFIBIO Houssay, UBA-CONICET",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
3,Mariana Feld," Laboratorio de Neurobiología de la Memoria, IFIByNE, UBA-CONICET",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
4,María del Carmen Krawczyk," Laboratorio de Neurofarmacología de los Procesos de la Memoria, FFyB, UBA",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
5,Mariano Martín Boccia," Laboratorio de Neurofarmacología de los Procesos de la Memoria, FFyB, UBA",ERK activation dynamics after learning experience in mice,Cellular and Molecular Neurobiology,
0,Milagros Ovejero," Instituto Ferreyra (INIMEC-CONICET-Universidad Nacional de Cordoba), Cordoba, Argentina",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
1,Laura Gastaldi, Instituto Universitario de Ciencias Biomédicas de Córdoba (IUCBC),Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
2,Monica Remedi, Instituto Universitario de Ciencias Biomédicas de Córdoba (IUCBC),Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
3,Vaishali Sharma," Laboratory of Cellular Dynamics, Max-Planck-Institute for Biophysical Chemistry, Gottingen, Germany",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
4,Mariano Bisbal," Instituto Ferreyra (INIMEC-CONICET-Universidad Nacional de Cordoba), Cordoba, Argentina",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
5,Thomas M. Jovin," Laboratory of Cellular Dynamics, Max-Planck-Institute for Biophysical Chemistry, Gottingen, Germany",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
6,Donna J. Arndt-Jovin," Laboratory of Cellular Dynamics, Max-Planck-Institute for Biophysical Chemistry, Gottingen, Germany",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
7,Alfredo Caceres," Instituto Ferreyra (INIMEC-CONICET-Universidad Nacional de Cordoba), Cordoba, Argentina",Insights on Alpha Synuclein in Parkinson’s Disease: potential role on intracellular trafficking defects,Cellular and Molecular Neurobiology,
0,Mailín Casadei," Acute and Chronic Pain Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
1,Esteban Juan Fiore," Gene Therapy Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
2,Candelaria Leiguarda," Acute and Chronic Pain Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
3,Julia Rubione," Acute and Chronic Pain Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
4,Florencia Coronel," Pain in Cancer Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
5,Mariana García," Gene Therapy Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
6,Guillermo Mazzolini," Gene Therapy Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
7,Marcelo Villar," Acute and Chronic Pain Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
8,Alejandro Montaner," Instituto de Ciencia y Tecnología ""Dr. César Milstein"", CONICET, Fundación Pablo Cassará, Ciudad Autónoma de Buenos Aires, Argentina.",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
9,Pablo Brumovsky," Acute and Chronic Pain Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), Universidad Austral-CONICET, Av. Juan D. Perón ",Long-lasting antiallodynic effects of IMT504 in rats with spared nerve injury relate to strengthened migration of mesenchymal stem cells towards injured nerves,Cellular and Molecular Neurobiology,
0,Paula Andrea Soto,"[' Universidad de Buenos Aires. Facultad de Farmacia y Bioquímica. Departamento de Química Biológica. Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET. Universidad de Buenos Aires. Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina']",Mesenchymal stem cell-derived Schwann cell exosomes promote neurite outgrowth and axonal protection in vitro.,Cellular and Molecular Neurobiology,
1,Rodrigo López Leal," Center for Integrative Biology, Faculty of Sciences, Universidad Mayor de Chile, Santiago, Chile, ",Mesenchymal stem cell-derived Schwann cell exosomes promote neurite outgrowth and axonal protection in vitro.,Cellular and Molecular Neurobiology,
2,Patricia Setton-Avruj,"[' Universidad de Buenos Aires. Facultad de Farmacia y Bioquímica. Departamento de Química Biológica. Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET. Universidad de Buenos Aires. Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina']",Mesenchymal stem cell-derived Schwann cell exosomes promote neurite outgrowth and axonal protection in vitro.,Cellular and Molecular Neurobiology,
0,Paulina Lombardi," Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Fisicoquímica, Buenos Aires, Argentina. CONICET- Universidad de Buenos Aires, Instituto de Bioquímica y Medicina Molecular (IBIMOL), Buenos Aires, Argentina",Mitochondrial function in mouse brain cortex synaptosomes during aging. Alterations in motor performance,Cellular and Molecular Neurobiology,
1,Analía G Karadayian," Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Fisicoquímica, Buenos Aires, Argentina. CONICET- Universidad de Buenos Aires, Instituto de Bioquímica y Medicina Molecular (IBIMOL), Buenos Aires, Argentina",Mitochondrial function in mouse brain cortex synaptosomes during aging. Alterations in motor performance,Cellular and Molecular Neurobiology,
2,Juan I. Guerra," Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Fisicoquímica, Buenos Aires, Argentina. CONICET- Universidad de Buenos Aires, Instituto de Bioquímica y Medicina Molecular (IBIMOL), Buenos Aires, Argentina",Mitochondrial function in mouse brain cortex synaptosomes during aging. Alterations in motor performance,Cellular and Molecular Neurobiology,
3,Rodolfo Cutrera," CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, (IFIBIO), Buenos Aires, Argentina",Mitochondrial function in mouse brain cortex synaptosomes during aging. Alterations in motor performance,Cellular and Molecular Neurobiology,
4,Juanita Bustamante," Centro de Altos Estudios en Ciencias de la Salud, Universidad Abierta Interamericana, Buenos Aires, Argentina",Mitochondrial function in mouse brain cortex synaptosomes during aging. Alterations in motor performance,Cellular and Molecular Neurobiology,
0,Analía Richeri," Laboratorio de Biología Celular, Departamento de Neurofarmacología Experimental. Instituto de Investigaciones Biológicas Clemente Estable (IIBCE). Avenida Italia ",Neuropilin-2 (NRP2) but not neuropilin-1 (NRP1) regulates sympathetic axon outgrowth inhibition by estrogenized myometrial explants in 3D co-cultures,Cellular and Molecular Neurobiology,
1,Gaby Martínez," Laboratorio de Biología Celular, Departamento de Neurofarmacología Experimental. Instituto de Investigaciones Biológicas Clemente Estable (IIBCE). Avenida Italia ",Neuropilin-2 (NRP2) but not neuropilin-1 (NRP1) regulates sympathetic axon outgrowth inhibition by estrogenized myometrial explants in 3D co-cultures,Cellular and Molecular Neurobiology,
2,Gabriela Vierci," Laboratorio de Biología Celular, Departamento de Neurofarmacología Experimental. Instituto de Investigaciones Biológicas Clemente Estable (IIBCE). Avenida Italia ",Neuropilin-2 (NRP2) but not neuropilin-1 (NRP1) regulates sympathetic axon outgrowth inhibition by estrogenized myometrial explants in 3D co-cultures,Cellular and Molecular Neurobiology,
